,location,total_sqft,bath,price,BHK,loaction
2600,other,532.0,1.0,22.49,1,Celebrity Paradise Layout
2601,other,1060.0,3.0,62.0,3,St Thomas Town
2602,Electronic City,700.0,1.0,35.0,1,Electronic City
2603,other,902.0,2.0,42.0,2,Ckikkakammana Halli
2604,Uttarahalli,1175.0,2.0,47.0,2,Uttarahalli
2605,Doddathoguru,984.0,2.0,51.0,2,Doddathoguru
2606,Jalahalli East,1475.0,3.0,96.0,3,Jalahalli East
2607,Haralur Road,1300.0,2.0,79.0,2,Haralur Road
2608,Babusapalaya,1453.0,2.0,43.59,3,Babusapalaya
2609,Akshaya Nagar,1666.0,3.0,95.0,3,Akshaya Nagar
2610,Murugeshpalya,1845.0,3.0,91.0,3,Murugeshpalya
2611,Sarjapura - Attibele Road,1676.0,3.0,52.0,3,Sarjapura - Attibele Road
2612,Uttarahalli,1137.0,2.0,63.0,2,Uttarahalli
2613,Electronic City,1360.0,2.0,70.5,3,Electronic City
2614,other,1374.0,2.0,70.0,3,Vijaya Bank Layout
2615,other,1080.0,2.0,55.0,2,Bank Of Baroda Colony
2616,Electronic City Phase II,1790.0,3.0,100.0,3,Electronic City Phase II
2617,Doddathoguru,550.0,1.0,17.0,1,Doddathoguru
2618,Poorna Pragna Layout,1270.0,2.0,50.79,3,Poorna Pragna Layout
2619,Somasundara Palya,1033.0,2.0,48.0,2,Somasundara Palya
2620,other,1000.0,2.0,80.0,2,Kamala Nagar
2621,other,1240.0,2.0,52.6,2,Kumarapalli
2622,Kambipura,883.0,2.0,39.0,2,Kambipura
2623,other,1500.0,2.0,97.0,3,Outer Ring Road East
2624,Marathahalli,1730.0,3.0,139.0,3,Marathahalli
2625,Kasavanhalli,1915.0,3.0,80.0,3,Kasavanhalli
2626,Whitefield,1545.0,3.0,79.0,3,Whitefield
2627,Hebbal Kempapura,1150.0,2.0,40.0,2,Hebbal Kempapura
2628,other,1200.0,2.0,49.0,2,HAL 3rd Stage
2629,Kengeri,963.0,2.0,40.0,2,Kengeri
2630,Kaikondrahalli,1700.0,4.0,108.0,4,Kaikondrahalli
2631,Lingadheeranahalli,1682.0,3.0,120.0,3,Lingadheeranahalli
2632,Yelahanka,1371.0,2.0,65.0,3,Yelahanka
2633,Hennur Road,901.0,2.0,49.5,2,Hennur Road
2634,Ambalipura,1730.0,3.0,120.0,3,Ambalipura
2635,EPIP Zone,1500.0,3.0,102.0,3,EPIP Zone
2636,other,1203.0,2.0,59.86,2,Lingarajapuram
2637,Horamavu Banaswadi,1357.0,2.0,54.0,2,Horamavu Banaswadi
2638,other,1600.0,3.0,76.0,3,Vasantha Vallabha Nagar
2639,Yelahanka New Town,350.0,1.0,13.5,1,Yelahanka New Town
2640,Varthur,1665.0,3.0,53.0,3,Varthur
2641,Sarjapur  Road,835.0,1.0,46.95,1,Sarjapur  Road
2642,Haralur Road,1444.0,2.0,80.0,3,Haralur Road
2643,Kanakapura,1277.0,2.0,55.0,2,Kanakapura
2644,Lingadheeranahalli,1521.0,3.0,94.71,3,Lingadheeranahalli
2645,other,1134.0,2.0,40.0,2,Maithri Layout
2646,Vasanthapura,995.0,2.0,34.82,2,Vasanthapura
2647,Marathahalli,1325.0,1.0,92.0,2,Marathahalli
2648,Marathahalli,1525.0,3.0,90.0,3,Marathahalli
2649,other,1320.0,2.0,73.0,3,Raja Rajeshwari Nagar 5th Stage
2650,Electronics City Phase 1,650.0,1.0,23.0,1,Electronics City Phase 1
2651,Electronic City,1150.0,2.0,38.0,2,Electronic City
2652,Electronic City Phase II,769.0,2.0,40.0,2,Electronic City Phase II
2653,Electronic City,1571.0,3.0,105.0,3,Electronic City
2654,Hennur Road,1445.0,3.0,86.56,3,Hennur Road
2655,Bommasandra,902.0,2.0,49.0,2,Bommasandra
2656,Electronic City,1090.0,2.0,31.49,2,Electronic City
2657,Yelahanka,1712.0,3.0,82.0,3,Yelahanka
2658,Haralur Road,1088.0,2.0,68.0,2,Haralur Road
2659,Somasundara Palya,1575.0,3.0,63.1,3,Somasundara Palya
2660,Kundalahalli,1920.0,3.0,150.0,3,Kundalahalli
2661,Margondanahalli,1000.0,2.0,57.0,2,Margondanahalli
2662,other,1100.0,2.0,56.1,2,Chennammana Kere
2663,Electronic City,1089.0,2.0,45.0,2,Electronic City
2664,Horamavu Agara,1106.0,2.0,43.09,2,Horamavu Agara
2665,Kengeri,927.0,2.0,37.0,2,Kengeri
2666,Kanakpura Road,1339.0,2.0,58.0,2,Kanakpura Road
2667,Thanisandra,923.0,1.0,45.69,1,Thanisandra
2668,Lakshminarayana Pura,1175.0,2.0,75.0,2,Lakshminarayana Pura
2669,Thubarahalli,975.0,2.0,55.0,2,Thubarahalli
2670,Subramanyapura,1330.0,3.0,72.0,3,Subramanyapura
2671,Thanisandra,1183.0,2.0,59.74,2,Thanisandra
2672,Harlur,1758.0,3.0,133.0,3,Harlur
2673,Hebbal,1255.0,2.0,77.68,3,Hebbal
2674,Pai Layout,1100.0,2.0,50.0,2,Pai Layout
2675,Ramamurthy Nagar,1170.0,2.0,46.8,2,Ramamurthy Nagar
2676,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3,Raja Rajeshwari Nagar
2677,Hebbal,1420.0,2.0,107.0,2,Hebbal
2678,Kanakpura Road,1591.0,3.0,115.0,3,Kanakpura Road
2679,7th Phase JP Nagar,1680.0,3.0,120.0,3,7th Phase JP Nagar
2680,Hoodi,1055.0,2.0,57.63,2,Hoodi
2681,Iblur Village,1918.0,3.0,129.0,3,Iblur Village
2682,Sarjapur  Road,1280.0,2.0,76.0,2,Sarjapur  Road
2683,Nagarbhavi,1560.0,3.0,66.0,3,Nagarbhavi
2684,Sarjapur  Road,1145.0,2.0,49.5,2,Sarjapur  Road
2685,other,1801.0,3.0,139.0,3,"EPIP AREA, WHITEFIELD"
2686,Whitefield,1306.0,3.0,54.65,3,Whitefield
2687,Hebbal,1320.0,2.0,92.0,2,Hebbal
2688,other,1350.0,2.0,65.0,3,1st Stage Domlur
2689,Bannerghatta Road,1344.0,2.0,42.0,3,Bannerghatta Road
2690,Bannerghatta Road,1893.0,3.0,100.0,3,Bannerghatta Road
2691,Chandapura,1107.0,2.0,43.0,3,Chandapura
2692,Lakshminarayana Pura,1190.0,2.0,75.0,2,Lakshminarayana Pura
2693,Whitefield,1000.0,2.0,35.0,2,Whitefield
2694,Kumaraswami Layout,1000.0,2.0,48.5,2,Kumaraswami Layout
2695,KR Puram,1100.0,2.0,46.0,2,KR Puram
2696,Harlur,1884.0,4.0,120.0,4,Harlur
2697,Electronic City,1110.0,2.0,40.0,2,Electronic City
2698,Kudlu,1027.0,2.0,43.0,2,Kudlu
2699,other,1250.0,3.0,40.0,3,Tavarekere
2700,Sarjapur  Road,1470.0,3.0,62.0,3,Sarjapur  Road
2701,other,1150.0,2.0,75.0,2,Kamakshipalya
2702,Kudlu Gate,703.0,1.0,52.0,1,Kudlu Gate
2703,other,1400.0,2.0,62.0,3,Vijaya Bank Colony
2704,Bellandur,1195.0,2.0,51.0,2,Bellandur
2705,Narayanapura,1302.0,2.0,69.1,2,Narayanapura
2706,Begur Road,1583.0,3.0,74.4,3,Begur Road
2707,other,1488.0,2.0,60.0,3,Kumarapalli
2708,Kammasandra,1385.0,2.0,34.63,3,Kammasandra
2709,Electronic City,1600.0,3.0,104.0,3,Electronic City
2710,Old Airport Road,1150.0,2.0,90.0,2,Old Airport Road
2711,Sarjapur  Road,1263.0,2.0,78.0,2,Sarjapur  Road
2712,Kanakpura Road,1299.0,2.0,85.0,2,Kanakpura Road
2713,Banashankari,1330.0,2.0,78.0,2,Banashankari
2714,Devanahalli,1282.0,2.0,52.43,3,Devanahalli
2715,other,1853.0,3.0,82.0,3,"JP Nagar 8th Phase,"
2716,other,861.0,2.0,35.0,2,Kachanayakanahalli
2717,Bannerghatta Road,1600.0,3.0,95.0,3,Bannerghatta Road
2718,other,1256.0,2.0,62.8,2,Nagaraja Garden
2719,other,1390.0,2.0,80.0,3,Tejaswini Nagar
2720,other,1550.0,2.0,90.0,3,Ashwath Nagar
2721,Hebbal,919.0,2.0,49.0,2,Hebbal
2722,Margondanahalli,1625.0,3.0,80.0,3,Margondanahalli
2723,Gunjur,1195.0,2.0,44.0,2,Gunjur
2724,Yelenahalli,1159.0,2.0,60.0,2,Yelenahalli
2725,Whitefield,1386.0,3.0,57.46,3,Whitefield
2726,Harlur,1197.0,2.0,79.0,2,Harlur
2727,Bommasandra,1295.0,2.0,50.28,3,Bommasandra
2728,other,1310.0,2.0,37.83,3,Huskur
2729,Whitefield,1132.0,2.0,79.28,2,Whitefield
2730,Hebbal,1645.0,3.0,135.0,3,Hebbal
2731,Whitefield,1200.0,2.0,45.84,2,Whitefield
2732,Marathahalli,1937.0,3.0,140.0,3,Marathahalli
2733,Doddathoguru,1015.0,2.0,33.5,2,Doddathoguru
2734,other,1080.0,2.0,39.0,2,Nagadevanahalli
2735,Kathriguppe,1350.0,2.0,80.99,3,Kathriguppe
2736,Kengeri Satellite Town,1149.0,2.0,29.0,3,Kengeri Satellite Town
2737,Kothanur,1185.0,2.0,59.0,2,Kothanur
2738,Domlur,1720.0,3.0,135.0,3,Domlur
2739,Tindlu,1500.0,3.0,87.0,3,Tindlu
2740,Yelahanka,1566.0,3.0,97.0,3,Yelahanka
2741,other,1500.0,4.0,110.0,4,KSRTC Layout
2742,KR Puram,1290.0,2.0,49.02,2,KR Puram
2743,other,1531.0,3.0,72.0,3,"JP nagar 9th Phase,"
2744,Electronic City Phase II,1400.0,2.0,40.43,3,Electronic City Phase II
2745,Whitefield,1140.0,2.0,39.0,2,Whitefield
2746,Tumkur Road,1343.5,3.0,57.76,3,Tumkur Road
2747,Kaval Byrasandra,1100.0,2.0,46.0,2,Kaval Byrasandra
2748,other,1200.0,2.0,55.0,2,Vignana Nagar
2749,Bannerghatta,1618.0,3.0,68.0,3,Bannerghatta
2750,Uttarahalli,1315.0,2.0,74.0,3,Uttarahalli
2751,Anandapura,1141.0,2.0,42.75,2,Anandapura
2752,AECS Layout,1080.0,2.0,55.0,2,AECS Layout
2753,HBR Layout,1200.0,2.0,60.0,2,HBR Layout
2754,Varthur,1111.0,2.0,41.88,2,Varthur
2755,NGR Layout,1022.0,2.0,45.9,2,NGR Layout
2756,Bannerghatta Road,1275.0,2.0,65.0,2,Bannerghatta Road
2757,other,900.0,2.0,70.0,2,4th Block Jayanagar
2758,Rachenahalli,1224.0,2.0,39.2,2,Rachenahalli
2759,Battarahalli,1135.0,2.0,43.0,2,Battarahalli
2760,Rachenahalli,1050.0,2.0,52.1,2,Rachenahalli
2761,Kudlu Gate,1535.0,3.0,86.0,3,Kudlu Gate
2762,Bellandur,1050.0,2.0,72.0,2,Bellandur
2763,Hosa Road,1513.0,3.0,103.0,3,Hosa Road
2764,Gottigere,1621.0,3.0,72.0,3,Gottigere
2765,Bannerghatta Road,892.0,2.0,39.0,2,Bannerghatta Road
2766,Whitefield,1205.0,2.0,40.0,2,Whitefield
2767,Hebbal,1355.0,3.0,83.87,3,Hebbal
2768,Kengeri,726.0,2.0,35.0,2,Kengeri
2769,Horamavu Agara,1079.0,2.0,41.0,2,Horamavu Agara
2770,Begur Road,1170.0,2.0,46.0,2,Begur Road
2771,Doddathoguru,1104.0,2.0,39.0,2,Doddathoguru
2772,Kanakpura Road,950.0,2.0,45.0,2,Kanakpura Road
2773,other,1650.0,2.0,52.0,3,Canara Bank Colony
2774,Kogilu,1559.0,3.0,127.0,3,Kogilu
2775,other,1100.0,2.0,38.0,2,Hanumagiri
2776,Ramagondanahalli,1215.0,2.0,45.5,2,Ramagondanahalli
2777,Talaghattapura,1868.0,3.0,135.0,3,Talaghattapura
2778,Electronic City,1130.0,2.0,32.63,2,Electronic City
2779,Kanakpura Road,1570.0,3.0,64.5,3,Kanakpura Road
2780,Sarjapur  Road,1691.0,3.0,98.0,3,Sarjapur  Road
2781,Hulimavu,1225.0,2.0,55.0,2,Hulimavu
2782,JP Nagar,1690.0,3.0,112.0,3,JP Nagar
2783,Thigalarapalya,1418.0,2.0,103.0,2,Thigalarapalya
2784,Kasturi Nagar,1896.0,3.0,125.0,4,Kasturi Nagar
2785,Sonnenahalli,605.0,1.0,40.0,1,Sonnenahalli
2786,Electronic City Phase II,900.0,2.0,32.5,2,Electronic City Phase II
2787,Ananth Nagar,908.0,2.0,26.0,2,Ananth Nagar
2788,Iblur Village,1400.0,2.0,68.0,2,Iblur Village
2789,Kudlu,1092.0,2.0,44.0,2,Kudlu
2790,Hulimavu,1255.0,2.0,74.0,2,Hulimavu
2791,Electronic City,1500.0,2.0,100.0,3,Electronic City
2792,Thanisandra,1296.0,2.0,72.0,2,Thanisandra
2793,Horamavu Banaswadi,925.0,2.0,38.0,2,Horamavu Banaswadi
2794,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2,Raja Rajeshwari Nagar
2795,Thanisandra,1020.0,2.0,44.5,2,Thanisandra
2796,Choodasandra,1530.0,3.0,77.0,3,Choodasandra
2797,Gubbalala,1650.0,3.0,71.0,3,Gubbalala
2798,other,1605.0,2.0,85.0,3,Vijaya Bank Layout
2799,Hosakerehalli,1925.0,2.0,50.0,2,Hosakerehalli
2800,Kogilu,1190.0,2.0,50.66,2,Kogilu
2801,Jakkur,1374.0,3.0,68.0,3,Jakkur
2802,6th Phase JP Nagar,1140.0,2.0,65.0,2,6th Phase JP Nagar
2803,Green Glen Layout,1725.0,3.0,130.0,3,Green Glen Layout
2804,Bisuvanahalli,1075.0,2.0,50.0,3,Bisuvanahalli
2805,Kannamangala,1574.0,3.0,93.34,3,Kannamangala
2806,Sanjay nagar,965.0,1.0,32.0,1,Sanjay nagar
2807,Marathahalli,1550.0,3.0,83.0,3,Marathahalli
2808,other,1205.0,2.0,60.0,2,Akshayanagara West
2809,Kambipura,1082.0,2.0,55.0,3,Kambipura
2810,Uttarahalli,1215.0,2.0,52.85,3,Uttarahalli
2811,other,1500.0,1.0,19.5,1,Chikkathoguru
2812,Kanakpura Road,1452.0,3.0,60.98,3,Kanakpura Road
2813,Electronic City Phase II,1329.0,2.0,41.0,3,Electronic City Phase II
2814,other,1125.0,2.0,44.0,2,Doctors Layout
2815,other,1200.0,2.0,70.0,2,Anand nagar
2816,Sarjapur  Road,1350.0,3.0,39.97,3,Sarjapur  Road
2817,Uttarahalli,1312.5,3.0,51.19,3,Uttarahalli
2818,Electronic City Phase II,1220.0,3.0,35.23,3,Electronic City Phase II
2819,Pai Layout,1255.0,2.0,80.0,2,Pai Layout
2820,other,1904.0,3.0,155.0,3,Keshava Nagar
2821,Somasundara Palya,1329.0,2.0,70.0,2,Somasundara Palya
2822,Chandapura,1200.0,2.0,60.0,2,Chandapura
2823,other,813.0,1.0,39.0,1,"Hoodi Circle,"
2824,Kalena Agrahara,800.0,2.0,30.0,2,Kalena Agrahara
2825,Hormavu,1500.0,3.0,70.0,3,Hormavu
2826,Bannerghatta Road,1880.0,3.0,95.0,3,Bannerghatta Road
2827,Electronic City,1440.0,2.0,55.0,3,Electronic City
2828,Akshaya Nagar,1575.0,3.0,90.0,3,Akshaya Nagar
2829,other,1630.0,2.0,97.78,3,Banagiri Nagar
2830,Yelahanka,1180.0,3.0,55.0,3,Yelahanka
2831,other,1090.0,2.0,36.0,2,Nagadevanahalli
2832,NGR Layout,1020.0,2.0,48.45,2,NGR Layout
2833,Varthur,1097.0,2.0,33.82,2,Varthur
2834,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2,Raja Rajeshwari Nagar
2835,Kumaraswami Layout,1000.0,2.0,58.0,2,Kumaraswami Layout
2836,other,1150.0,2.0,56.0,2,manyata tech park
2837,other,1141.0,2.0,49.0,2,Divya Unnathi Layout
2838,Jigani,937.0,2.0,44.0,2,Jigani
2839,Green Glen Layout,1075.0,2.0,60.0,2,Green Glen Layout
2840,Panathur,1000.0,2.0,65.3,2,Panathur
2841,Kasavanhalli,1450.0,3.0,77.41,3,Kasavanhalli
2842,other,936.0,2.0,43.0,2,Ashwathnagar
2843,other,1280.0,2.0,75.0,2,Gopalkrishna Nagar
2844,Babusapalaya,1050.0,2.0,45.0,2,Babusapalaya
2845,Marathahalli,1350.0,2.0,86.0,2,Marathahalli
2846,Mallasandra,1325.0,2.0,70.0,2,Mallasandra
2847,Devanahalli,1174.0,2.0,59.0,2,Devanahalli
2848,other,500.0,1.0,24.0,1,Sarvabhouma Nagar
2849,Gottigere,1304.0,3.0,80.0,3,Gottigere
2850,Yelahanka,1653.0,3.0,120.0,3,Yelahanka
2851,Bisuvanahalli,1075.0,2.0,52.0,3,Bisuvanahalli
2852,other,1100.0,2.0,50.0,2,Hoysalanagar
2853,Billekahalli,1140.0,2.0,50.0,2,Billekahalli
2854,other,1200.0,2.0,100.0,2,Roopena Agrahara
2855,Kudlu Gate,1532.0,3.0,83.0,3,Kudlu Gate
2856,Padmanabhanagar,1531.0,2.0,75.0,3,Padmanabhanagar
2857,Poorna Pragna Layout,1270.0,2.0,50.79,3,Poorna Pragna Layout
2858,Uttarahalli,1325.0,2.0,53.0,2,Uttarahalli
2859,Electronic City,1156.0,2.0,44.0,3,Electronic City
2860,Bannerghatta Road,1260.0,2.0,70.0,2,Bannerghatta Road
2861,Vittasandra,1934.0,2.0,90.0,2,Vittasandra
2862,Malleshpalya,1060.0,2.0,40.0,2,Malleshpalya
2863,Kasavanhalli,1476.0,3.0,95.0,3,Kasavanhalli
2864,Murugeshpalya,1185.0,2.0,85.0,2,Murugeshpalya
2865,other,1265.0,2.0,82.0,3,Channasandra Layout
2866,other,1196.0,2.0,56.81,2,Virat Nagar
2867,EPIP Zone,1280.0,2.0,69.0,2,EPIP Zone
2868,Hulimavu,1175.0,2.0,45.0,2,Hulimavu
2869,other,1850.0,3.0,98.0,3,Kacharakanahalli
2870,Whitefield,1195.0,2.0,70.0,2,Whitefield
2871,Hosur Road,1180.0,2.0,36.5,2,Hosur Road
2872,Jakkur,1050.0,2.0,49.87,2,Jakkur
2873,Electronic City,1400.0,2.0,40.44,3,Electronic City
2874,other,1030.0,2.0,77.25,2,Banashankari stage 2
2875,other,1512.0,1.0,65.01,2,Doddanakundi Industrial Area 2
2876,Subramanyapura,929.0,2.0,48.0,2,Subramanyapura
2877,Jigani,1252.0,3.0,61.0,3,Jigani
2878,Green Glen Layout,1485.0,3.0,115.0,3,Green Glen Layout
2879,Electronics City Phase 1,1124.0,2.0,55.0,3,Electronics City Phase 1
2880,Hennur Road,1482.0,2.0,97.0,3,Hennur Road
2881,Chandapura,520.0,1.0,14.04,1,Chandapura
2882,Prithvi Layout,1352.0,2.0,75.0,2,Prithvi Layout
2883,Electronic City,1152.0,2.0,65.0,2,Electronic City
2884,other,1575.0,3.0,93.0,3,"ECC Road, Whitefield,"
2885,other,1300.0,2.0,70.0,3,Ramanjaneyanagar
2886,Marathahalli,957.0,2.0,47.0,2,Marathahalli
2887,Hoskote,1740.0,3.0,60.0,3,Hoskote
2888,Neeladri Nagar,1060.0,2.0,35.0,2,Neeladri Nagar
2889,other,975.0,2.0,50.0,2,Chikkadunnasandra
2890,Ramamurthy Nagar,1150.0,2.0,51.0,2,Ramamurthy Nagar
2891,Whitefield,1738.0,2.0,79.0,3,Whitefield
2892,Bommanahalli,1250.0,3.0,55.0,3,Bommanahalli
2893,Bannerghatta Road,1788.0,3.0,90.0,3,Bannerghatta Road
2894,Kanakapura,1151.0,2.0,59.0,2,Kanakapura
2895,Uttarahalli,1300.0,2.0,60.0,3,Uttarahalli
2896,Garudachar Palya,1150.0,2.0,52.8,2,Garudachar Palya
2897,other,1380.0,2.0,75.0,2,Akshya Nagar
2898,Hebbal,1645.0,3.0,117.0,3,Hebbal
2899,Babusapalaya,1141.0,2.0,45.9,2,Babusapalaya
2900,7th Phase JP Nagar,1175.0,2.0,82.5,2,7th Phase JP Nagar
2901,Banashankari Stage V,1355.0,2.0,61.0,3,Banashankari Stage V
2902,Dasarahalli,1150.0,2.0,70.0,2,Dasarahalli
2903,other,1000.0,2.0,45.0,2,Canara Bank Colony
2904,Balagere,1007.0,2.0,65.0,2,Balagere
2905,Kothanur,1436.0,3.0,70.0,3,Kothanur
2906,Rayasandra,1016.0,2.0,58.0,2,Rayasandra
2907,Dodda Nekkundi,1100.0,2.0,48.0,2,Dodda Nekkundi
2908,other,1080.0,2.0,45.0,2,B Channasandra
2909,Electronic City,1070.0,2.0,60.0,2,Electronic City
2910,Kadubeesanahalli,1532.0,3.0,115.0,3,Kadubeesanahalli
2911,Hennur,1040.0,2.0,42.12,2,Hennur
2912,Tumkur Road,1137.5,2.0,48.905,2,Tumkur Road
2913,Thanisandra,1430.0,2.0,51.6,3,Thanisandra
2914,other,1190.0,2.0,100.0,2,Uvce Layout
2915,other,1827.0,3.0,100.0,3,Panduranga Nagar
2916,HRBR Layout,1210.0,2.0,75.0,2,HRBR Layout
2917,other,1500.0,3.0,95.0,3,New Thippasandra
2918,Rachenahalli,1050.0,2.0,53.5,2,Rachenahalli
2919,Hebbal,1251.0,2.0,88.73,2,Hebbal
2920,HSR Layout,1600.0,2.0,115.0,3,HSR Layout
2921,Electronic City,1128.0,2.0,65.5,2,Electronic City
2922,Budigere,1820.0,3.0,93.0,3,Budigere
2923,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3,Raja Rajeshwari Nagar
2924,Hoodi,1925.0,2.0,114.0,3,Hoodi
2925,Kumaraswami Layout,1000.0,2.0,36.0,2,Kumaraswami Layout
2926,KR Puram,1752.0,3.0,145.0,3,KR Puram
2927,Sahakara Nagar,960.0,2.0,56.0,2,Sahakara Nagar
2928,other,1180.0,2.0,63.0,2,Gattigere
2929,Lakshminarayana Pura,1200.0,2.0,75.0,2,Lakshminarayana Pura
2930,Bisuvanahalli,1180.0,2.0,46.0,3,Bisuvanahalli
2931,other,1300.0,3.0,47.0,3,Roopena Agrahara
2932,Bannerghatta Road,1157.0,2.0,40.0,2,Bannerghatta Road
2933,Kanakpura Road,1300.0,3.0,69.0,3,Kanakpura Road
2934,Banashankari Stage III,1305.0,2.0,59.0,3,Banashankari Stage III
2935,Jakkur,1290.0,2.0,80.0,2,Jakkur
2936,Hoskote,1170.0,2.0,45.0,2,Hoskote
2937,Yelachenahalli,1400.0,2.0,78.0,2,Yelachenahalli
2938,Lakshminarayana Pura,1200.0,2.0,75.0,2,Lakshminarayana Pura
2939,other,1155.0,2.0,60.0,3,Kamakshipalya
2940,Hormavu,1725.0,3.0,85.0,3,Hormavu
2941,Kanakpura Road,700.0,2.0,40.0,2,Kanakpura Road
2942,Hoodi,1112.0,2.0,88.0,2,Hoodi
2943,Somasundara Palya,1178.0,2.0,78.0,2,Somasundara Palya
2944,Badavala Nagar,1274.0,2.0,81.0,2,Badavala Nagar
2945,Doddathoguru,915.0,2.0,32.0,2,Doddathoguru
2946,Hosur Road,760.0,1.0,21.28,1,Hosur Road
2947,other,1540.0,3.0,68.0,3,Maragondanahalli
2948,other,1206.0,2.0,38.5,2,P&T Layout
2949,other,1645.0,3.0,95.0,3,Basavanna Nagar
2950,other,1200.0,2.0,55.0,3,Kannur
2951,Yelenahalli,1056.0,2.0,33.0,2,Yelenahalli
2952,Kanakpura Road,1450.0,3.0,54.3,3,Kanakpura Road
2953,other,1161.0,2.0,36.69,2,Thirumenahalli
2954,other,1097.0,2.0,65.0,2,Dollars Colony
2955,Uttarahalli,850.0,2.0,35.0,2,Uttarahalli
2956,Green Glen Layout,1715.0,3.0,115.0,3,Green Glen Layout
2957,Electronic City,1200.0,2.0,59.0,2,Electronic City
2958,8th Phase JP Nagar,1080.0,2.0,38.0,2,8th Phase JP Nagar
2959,Kasavanhalli,1200.0,2.0,50.3,2,Kasavanhalli
2960,Banashankari,1400.0,2.0,78.0,3,Banashankari
2961,Kanakpura Road,458.0,1.0,19.695,1,Kanakpura Road
2962,Marathahalli,1230.0,2.0,57.0,2,Marathahalli
2963,Kalyan nagar,1640.0,3.0,88.0,3,Kalyan nagar
2964,Banashankari,1700.0,3.0,125.0,3,Banashankari
2965,Bommasandra,1478.0,2.0,44.0,3,Bommasandra
2966,Banashankari,1020.0,2.0,40.79,2,Banashankari
2967,Yelahanka,1275.0,2.0,95.0,3,Yelahanka
2968,Kanakapura,1110.0,2.0,38.85,2,Kanakapura
2969,Uttarahalli,1627.86,3.0,88.0,3,Uttarahalli
2970,other,620.0,2.0,22.0,2,Byagadadhenahalli
2971,Hosa Road,1133.0,2.0,52.0,2,Hosa Road
2972,Hennur Road,1182.0,2.0,82.5,2,Hennur Road
2973,Tumkur Road,1500.0,3.0,100.0,3,Tumkur Road
2974,Marathahalli,1200.0,2.0,58.0,2,Marathahalli
2975,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,Raja Rajeshwari Nagar
2976,Amruthahalli,1100.0,2.0,45.0,2,Amruthahalli
2977,Kengeri Satellite Town,635.0,1.0,22.0,2,Kengeri Satellite Town
2978,Old Madras Road,1171.0,2.0,75.0,2,Old Madras Road
2979,8th Phase JP Nagar,1059.0,2.0,34.5,2,8th Phase JP Nagar
2980,Panathur,1315.0,2.0,59.1,3,Panathur
2981,Jakkur,1760.0,3.0,110.0,3,Jakkur
2982,Hennur Road,1192.0,2.0,62.0,3,Hennur Road
2983,Hebbal,1645.0,3.0,121.0,3,Hebbal
2984,Whitefield,1250.0,2.0,72.0,2,Whitefield
2985,Whitefield,709.0,1.0,34.385,1,Whitefield
2986,Whitefield,1340.0,2.0,77.0,2,Whitefield
2987,Hosa Road,1369.1,2.0,104.0,2,Hosa Road
2988,other,1355.0,2.0,75.0,2,Jalahalli West
2989,Bannerghatta Road,1150.0,2.0,65.0,2,Bannerghatta Road
2990,Kanakapura,1938.0,3.0,113.0,3,Kanakapura
2991,Budigere,1636.0,3.0,85.0,3,Budigere
2992,Akshaya Nagar,1430.0,2.0,75.0,3,Akshaya Nagar
2993,Electronic City Phase II,993.0,2.0,50.0,3,Electronic City Phase II
2994,Kanakpura Road,1700.0,3.0,88.0,3,Kanakpura Road
2995,Yelahanka,1270.0,2.0,78.0,2,Yelahanka
2996,Anjanapura,1500.0,3.0,121.0,3,Anjanapura
2997,Marathahalli,1650.0,3.0,86.45,3,Marathahalli
2998,Panathur,1109.0,2.0,63.0,2,Panathur
2999,other,1280.0,2.0,49.75,2,Pragathi Nagar
3000,Kothanur,1462.0,3.0,71.0,3,Kothanur
3001,Marathahalli,607.0,1.0,35.0,1,Marathahalli
3002,Kammasandra,930.0,2.0,25.0,2,Kammasandra
3003,Electronic City Phase II,1418.0,3.0,52.47,3,Electronic City Phase II
3004,EPIP Zone,1125.0,2.0,65.0,2,EPIP Zone
3005,CV Raman Nagar,1825.0,3.0,126.0,3,CV Raman Nagar
3006,Whitefield,1320.0,2.0,79.5,2,Whitefield
3007,Whitefield,750.0,2.0,52.7,2,Whitefield
3008,Yelahanka,1400.0,2.0,80.54,3,Yelahanka
3009,Whitefield,1200.0,3.0,61.96,3,Whitefield
3010,Poorna Pragna Layout,965.0,2.0,48.0,2,Poorna Pragna Layout
3011,Gottigere,812.0,1.0,26.0,1,Gottigere
3012,KR Puram,1100.0,2.0,43.0,2,KR Puram
3013,Whitefield,1180.0,2.0,41.0,2,Whitefield
3014,HSR Layout,1145.0,2.0,48.0,2,HSR Layout
3015,Haralur Road,1027.0,2.0,44.0,2,Haralur Road
3016,other,1215.0,2.0,49.85,2,Silk Board
3017,Hegde Nagar,1200.0,2.0,75.0,2,Hegde Nagar
3018,Kenchenahalli,1015.0,2.0,58.0,2,Kenchenahalli
3019,other,1076.0,2.0,52.0,2,Puttanahalli
3020,JP Nagar,1300.0,2.0,109.0,2,JP Nagar
3021,Hebbal Kempapura,1300.0,2.0,102.0,2,Hebbal Kempapura
